anio,entidad_federativa,municipio,localidad,cct,nombre,ambito,nivel,anio_creacion,antiguedad,alimentacion_agua,bebederos,descarga_agua_residual,con_luz,telefonia_fija,internet,nivel_accesibilidad,wc_alumnos,wc_alumnas,wc_discapacitados,wc_docentes,condicion_fis_wc,num_aulas,estructuras_atipicas,num_edificios,plan_proteccion_civil,mesa_binaria,mesa,silla,silla_paleta,mesa_banco,mesa_banco_binario,pizarron,computadora,laptop,cancha_deportiva,cubierta_techumbre_ext,fn_nombre,entidad_federativa_etq
2021,TABASCO,CENTRO,CORREGIDORA ORTIZ 3RA. SECCIÓN (SAN PEDRITO),27DPR1057L,CORREGIDORA ORTIZ,RURAL,PRIMARIA,1983,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,CON INTERNET,NULA,2,3,0,0,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 7 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,16,5,45,96,0,0,4,1,0,SIN CANCHA,SIN TECHUMBRE,,Tabasco
2021,TABASCO,CENTRO,VILLAHERMOSA,27DPR1097M,PROFRA. EUGENIA LEON PUIG,URBANO,PRIMARIA,1966,MÁS DE 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,5,10,0,2,REGULARES,12 A 17 AULAS,CON ESTRUCTURA ATÍPICA,CON 6 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,40,20,220,435,0,0,13,6,0,CON CANCHA,CON TECHUMBRE,,Tabasco
2021,GUERRERO,ILIATENCO,ALCHIPAHUAC,12DCC0040X,LAZARO CARDENAS,RURAL,PREESCOLAR,1993,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,2,0,0,REGULARES,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,10,52,4,0,0,2,0,0,SIN CANCHA,CON TECHUMBRE,,Guerrero
2021,AGUASCALIENTES,ASIENTOS,SAN GIL,01DJN0217D,SALVADOR LIMA,RURAL,PREESCOLAR,1987,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,2,2,1,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,25,50,0,0,0,3,0,1,CON CANCHA,CON TECHUMBRE,,Aguascalientes
2021,AGUASCALIENTES,CALVILLO,CALVILLO,01DPR0225C,ADOLFO LOPEZ MATEOS,URBANO,PRIMARIA,1980,41 A 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,4,5,0,2,BUENAS,12 A 17 AULAS,CON ESTRUCTURA ATÍPICA,MÁS DE 10 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,20,47,405,0,35,15,15,21,CON CANCHA,CON TECHUMBRE,,Aguascalientes
2021,TABASCO,PARAÍSO,LAS FLORES 2DA. SECCIÓN,27DPR0783W,JOSE COFFIN SANCHEZ,RURAL,PRIMARIA,1978,41 A 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,3,3,0,0,MALAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 5 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,20,40,230,0,0,6,0,1,SIN CANCHA,CON TECHUMBRE,,Tabasco
2021,GUANAJUATO,PURISIMA DEL RINCON,EL TECOLOTE,11EPR0247U,LIC. BENITO JUAREZ,RURAL,PRIMARIA,1958,MÁS DE 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,NULA,4,6,1,2,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,173,173,0,0,12,8,8,2,CON CANCHA,SIN TECHUMBRE,,Guanajuato
2021,GUANAJUATO,SALAMANCA,CERRO GORDO (SAN RAFAEL),11ETV0008T,TELESECUNDARIA NUM. 25,RURAL,SECUNDARIA,1983,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,6,9,0,2,BUENAS,12 A 17 AULAS,CON ESTRUCTURA ATÍPICA,CON 7 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,300,300,0,0,0,24,14,30,CON CANCHA,CON TECHUMBRE,,Guanajuato
2021,GUERRERO,METLATÓNOC,FRANCISCO I. MADERO,12DCC0025E,JOSEFA ORTIZ DE DOMINGUEZ,RURAL,PREESCOLAR,1994,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,0,0,BUENAS,1 A 2 AULAS,SIN ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,24,0,0,0,0,2,2,0,SIN CANCHA,SIN TECHUMBRE,,Guerrero
2021,GUERRERO,TLAPA DE COMONFORT,TOTOTEPEC (YOZONONI),12DCC1184Z,VICENTE SUOREZ,RURAL,PREESCOLAR,1998,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,NULA,1,1,0,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,20,0,40,0,0,0,1,0,0,SIN CANCHA,SIN TECHUMBRE,,Guerrero
2021,GUERRERO,ZIHUATANEJO DE AZUETA,ZIHUATANEJO,12DPR2187J,VICENTE GUERRERO,URBANO,PRIMARIA,1936,MÁS DE 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,13,16,1,0,BUENAS,12 A 17 AULAS,SIN ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,0,0,380,0,0,22,20,2,SIN CANCHA,CON TECHUMBRE,,Guerrero
2021,GUERRERO,ZIHUATANEJO DE AZUETA,ZIHUATANEJO,12EJN0223T,JUSTO SIERRA,URBANO,PREESCOLAR,1971,MÁS DE 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,2,5,2,0,BUENAS,6 A 11 AULAS,SIN ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,78,0,155,0,0,0,12,1,0,SIN CANCHA,CON TECHUMBRE,,Guerrero
2021,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,08DJN0534K,LUIS URIAS BELDERRAIN,URBANO,PREESCOLAR,1983,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,4,0,0,BUENAS,6 A 11 AULAS,SIN ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,45,160,0,0,0,6,1,0,CON CANCHA,CON TECHUMBRE,,Chihuahua
2021,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,08DJN0957R,JARDIN DE NIÑOS MIXTO,URBANO,PREESCOLAR,1995,21 A 30 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,12,12,0,5,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 1 EDIFICIO,CON PLAN DE PROTECCIÓN CIVIL,0,64,256,0,0,0,9,0,0,SIN CANCHA,SIN TECHUMBRE,,Chihuahua
2021,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,08DPR2180D,FRANCISCO J. TORRES ARELLANO,URBANO,PRIMARIA,1988,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,5,5,0,2,REGULARES,12 A 17 AULAS,CON ESTRUCTURA ATÍPICA,CON 9 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,25,90,90,0,155,0,12,13,1,CON CANCHA,CON TECHUMBRE,,Chihuahua
2021,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,08DJN2032E,EL PRINCIPITO,URBANO,PREESCOLAR,2006,11 A 20 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,5,0,1,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 5 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,40,150,0,0,0,6,1,1,CON CANCHA,SIN TECHUMBRE,,Chihuahua
2021,GUERRERO,GENERAL HELIODORO CASTILLO,TLACOTEPEC,12DJN5580Q,SOR JUANA INES DE LA CRUZ,RURAL,PREESCOLAR,1993,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,3,4,0,1,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,45,160,0,0,0,5,0,1,SIN CANCHA,CON TECHUMBRE,,Guerrero
2021,GUERRERO,MALINALTEPEC,CUATZOQUITENGO,12DCC0813S,LA CONQUISTA DE ZAPATA,RURAL,PREESCOLAR,1992,21 A 30 AÑOS,CUERPO DE AGUA,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,NULA,0,0,1,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,27,0,53,0,0,0,2,0,0,SIN CANCHA,SIN TECHUMBRE,,Guerrero
2021,GUERRERO,IGUALA DE LA INDEPENDENCIA,CEJA BLANCA,12DPR2233E,UNION PROLETARIA,RURAL,PRIMARIA,1968,MÁS DE 50 AÑOS,POZO,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,2,0,2,MALAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 6 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,75,90,135,0,0,2,0,0,CON CANCHA,SIN TECHUMBRE,,Guerrero
2021,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,08DJN2194Q,ELISA GRIENSEN,URBANO,PREESCOLAR,2006,11 A 20 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,0,0,0,0,REGULARES,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,64,230,0,0,8,9,1,0,SIN CANCHA,SIN TECHUMBRE,,Chihuahua
2021,GUERRERO,SAN MARCOS,LAS MESAS,12DES0085S,FRANCISCO VILLA,RURAL,SECUNDARIA,1978,41 A 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,5,5,0,2,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 7 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,0,25,143,0,0,6,10,3,CON CANCHA,CON TECHUMBRE,,Guerrero
2021,GUERRERO,XALPATLÁHUAC,TLAXCO,12DCC0358T,GENERAL VICENTE GUERRERO,RURAL,PREESCOLAR,1976,41 A 50 AÑOS,CUERPO DE AGUA,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,2,0,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,17,0,34,0,0,0,2,1,0,SIN CANCHA,SIN TECHUMBRE,,Guerrero
2021,GUERRERO,CHILPANCINGO DE LOS BRAVO,CHILPANCINGO DE LOS BRAVO,12DPR5794H,QUETZALCOATL,URBANO,PRIMARIA,1993,21 A 30 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,COMPLETA,5,7,2,0,BUENAS,12 A 17 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,0,24,420,0,0,11,25,5,CON CANCHA,CON TECHUMBRE,,Guerrero
2021,GUERRERO,ATOYAC DE ÁLVAREZ,EL QUEMADO,12DPR0641W,VICENTE GUERRERO,RURAL,PRIMARIA,1963,MÁS DE 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,2,3,0,0,BUENAS,6 A 11 AULAS,SIN ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,8,8,100,0,0,6,6,0,SIN CANCHA,SIN TECHUMBRE,,Guerrero
2021,GUERRERO,XOCHISTLAHUACA,ARROYO PÁJARO,12DCC0018V,RICARDO FLORES MAGON,RURAL,PREESCOLAR,1988,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,2,0,BUENAS,1 A 2 AULAS,SIN ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,30,2,18,0,0,0,1,1,0,CON CANCHA,CON TECHUMBRE,,Guerrero
2021,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,01DES0001O,LIC. BENITO JUAREZ,URBANO,SECUNDARIA,1956,MÁS DE 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,11,11,4,4,BUENAS,18 O MÁS AULAS,CON ESTRUCTURA ATÍPICA,CON 9 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,25,40,0,990,0,70,45,5,CON CANCHA,CON TECHUMBRE,,Aguascalientes
2021,GUERRERO,ZITLALA,AYOTZINAPA,12DCC0062I,16 DE SEPTIEMBRE,RURAL,PREESCOLAR,1978,41 A 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,1,0,BUENAS,1 A 2 AULAS,SIN ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,24,0,40,0,0,0,2,0,0,CON CANCHA,CON TECHUMBRE,,Guerrero
2021,TABASCO,CUNDUACÁN,HUIMANGO 1RA. SECCIÓN,27DPR0366J,MELCHOR OCAMPO,RURAL,PRIMARIA,1985,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,5,0,0,REGULARES,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,MÁS DE 10 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,4,40,12,240,0,0,7,0,0,CON CANCHA,CON TECHUMBRE,,Tabasco
2021,TABASCO,CENTRO,BUENA VISTA RÍO NUEVO 1RA. SECCIÓN,27DPR1157K,NIÑOS HEROES,URBANO,PRIMARIA,1976,41 A 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,3,4,0,2,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 9 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,35,64,72,60,0,0,6,3,0,SIN CANCHA,CON TECHUMBRE,,Tabasco
2021,GUANAJUATO,IRAPUATO,IRAPUATO,11ETV0001Z,TELESECUNDARIA NUM. 18,URBANO,SECUNDARIA,1983,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,COMPLETA,4,6,1,0,BUENAS,12 A 17 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,300,300,0,0,0,9,11,3,CON CANCHA,SIN TECHUMBRE,,Guanajuato
2021,GUERRERO,CHILAPA DE ALVAREZ,SANTA CRUZ,12DTV0893Z,JUSTINO SALMERON ALCOCER,RURAL,SECUNDARIA,2003,11 A 20 AÑOS,CUERPO DE AGUA,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,CON INTERNET,COMPLETA,2,4,1,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 6 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,20,40,70,0,0,3,24,0,CON CANCHA,CON TECHUMBRE,,Guerrero
2021,AGUASCALIENTES,PABELLÓN DE ARTEAGA,EL GARABATO,01DJN0212I,JUAN JOSE DE LOS REYES MARTINEZ,RURAL,PREESCOLAR,1983,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,2,1,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,12,42,0,0,0,2,0,0,SIN CANCHA,CON TECHUMBRE,,Aguascalientes
2021,CHIHUAHUA,OJINAGA,EL TECOLOTE,08DST0020O,SECUNDARIA TECNICA 20,RURAL,SECUNDARIA,1978,41 A 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,FOSA SÉPTICA,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,5,5,0,0,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 8 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,50,150,390,0,0,17,36,0,CON CANCHA,SIN TECHUMBRE,,Chihuahua
2021,GUERRERO,MOCHITLÁN,MOCHITLÁN,12DJN3146Z,FRANCISCO GABILONDO SOLER,URBANO,PREESCOLAR,1985,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,0,0,0,1,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,39,0,135,0,0,0,6,1,1,SIN CANCHA,CON TECHUMBRE,,Guerrero
2021,CHIHUAHUA,DELICIAS,COLONIA REVOLUCIÓN,08DCC0303D,FRIDA KAHLO,RURAL,PREESCOLAR,2015,10 AÑOS O MENOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,0,0,0,0,BUENAS,1 A 2 AULAS,SIN ESTRUCTURA ATÍPICA,CON 1 EDIFICIO,SIN PLAN DE PROTECCIÓN CIVIL,7,1,25,0,0,0,1,0,0,SIN CANCHA,SIN TECHUMBRE,,Chihuahua
2021,AGUASCALIENTES,COSÍO,ZACATEQUILLAS,01DPR0306N,ENRIQUE OLIVARES SANTANA,RURAL,PRIMARIA,1968,MÁS DE 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,4,1,0,BUENAS,6 A 11 AULAS,SIN ESTRUCTURA ATÍPICA,CON 5 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,0,0,170,0,0,9,1,0,CON CANCHA,SIN TECHUMBRE,,Aguascalientes
2021,TABASCO,CÁRDENAS,NARANJEÑO 3RA. SECCIÓN,27DPR1393N,CONSTANCIA FDEZ. DE GIORGANA,RURAL,PRIMARIA,1958,MÁS DE 50 AÑOS,CUERPO DE AGUA,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,1,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 6 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,30,2,60,0,0,0,2,0,0,SIN CANCHA,SIN TECHUMBRE,,Tabasco
2021,AGUASCALIENTES,PABELLÓN DE ARTEAGA,SANTIAGO,01DJN0113I,ENRIQUE LAUBSCHER,RURAL,PREESCOLAR,1981,41 A 50 AÑOS,RED MUNICIPAL,SIN BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,SIN TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,2,2,1,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,16,70,0,0,0,3,0,1,CON CANCHA,CON TECHUMBRE,,Aguascalientes
2021,YUCATÁN,OPICHÉN,CALCEHTOK,31DCC0039W,JAIME NUNO,RURAL,PREESCOLAR,2003,11 A 20 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,3,4,0,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,25,60,60,0,0,0,2,1,0,SIN CANCHA,CON TECHUMBRE,,Yucatán
2021,YUCATÁN,TEMOZÓN,HUNUKÚ,31DCC0016L,BENITO JUAREZ GARCIA,RURAL,PREESCOLAR,1991,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,2,1,0,BUENAS,6 A 11 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,228,3,147,0,2,0,6,2,1,CON CANCHA,CON TECHUMBRE,,Yucatán
2021,YUCATÁN,MÉRIDA,CHABLEKAL,31DJN0038M,MANUEL CRESCENCIO REJON,RURAL,PREESCOLAR,1988,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,CON INTERNET,COMPLETA,2,4,0,1,BUENAS,3 A 5 AULAS,SIN ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,43,77,0,0,0,4,0,0,CON CANCHA,CON TECHUMBRE,,Yucatán
2021,GUERRERO,CHILAPA DE ÁLVAREZ,ACAHUEHUETLÁN,12DCC0619O,QUETZALCOATL,RURAL,PREESCOLAR,1984,31 A 40 AÑOS,RED MUNICIPAL,SIN BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,1,1,1,0,BUENAS,1 A 2 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,11,10,0,0,0,1,0,0,SIN CANCHA,SIN TECHUMBRE,,Guerrero
2021,GUANAJUATO,SALAMANCA,SALAMANCA,11EPR0260O,CENTRO ESCOLAR PEMEX NUM. 2,URBANO,PRIMARIA,1956,MÁS DE 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,14,18,1,4,REGULARES,18 O MÁS AULAS,CON ESTRUCTURA ATÍPICA,CON 5 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,625,625,0,0,0,0,3,1,CON CANCHA,CON TECHUMBRE,,Guanajuato
2021,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,08DJN0729X,TARAHUMARA,URBANO,PREESCOLAR,1995,21 A 30 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,2,4,0,0,BUENAS,6 A 11 AULAS,SIN ESTRUCTURA ATÍPICA,CON 3 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,35,125,0,0,0,8,1,0,SIN CANCHA,SIN TECHUMBRE,,Chihuahua
2021,CHIHUAHUA,JUAREZ,JUAREZ,08DJN0152D,EMMA BEATRIZ SAHAGUN MENDEZ,URBANO,PREESCOLAR,1982,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,MÍNIMA REQUERIDA,3,3,0,0,BUENAS,3 A 5 AULAS,SIN ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,CON PLAN DE PROTECCIÓN CIVIL,0,32,151,0,0,0,10,0,1,CON CANCHA,SIN TECHUMBRE,,Chihuahua
2021,DURANGO,DURANGO,MÁLAGA,10DPR0528E,BENITO JUAREZ,RURAL,PRIMARIA,1978,41 A 50 AÑOS,RED MUNICIPAL,CON BEBEDERO,FOSA SÉPTICA,CON LUZ,SIN TELÉFONO,SIN INTERNET,MÍNIMA REQUERIDA,2,3,0,0,BUENAS,3 A 5 AULAS,CON ESTRUCTURA ATÍPICA,CON 4 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,0,35,70,35,0,0,6,9,0,CON CANCHA,SIN TECHUMBRE,,Durango
2021,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,08DJN0354Z,JULIO VERNE,URBANO,PREESCOLAR,1990,31 A 40 AÑOS,RED MUNICIPAL,CON BEBEDERO,COLECTOR MUNICIPAL,CON LUZ,CON TELÉFONO,CON INTERNET,COMPLETA,2,4,0,1,BUENAS,3 A 5 AULAS,SIN ESTRUCTURA ATÍPICA,CON 2 EDIFICIOS,SIN PLAN DE PROTECCIÓN CIVIL,50,50,150,0,0,0,5,1,0,CON CANCHA,CON TECHUMBRE,,Chihuahua
